4108398,23.69,-8.947961,0.379861,1.654039,-1.292209,-0.284663,-0.954401
9766,23.69,-9.583854,0.303290,1.543371,-1.574582,-1.264873,-1.922622
9765,23.50,-9.574283,0.486939,1.747957,-0.010996,-1.452485,-0.752968
9766,23.50,-9.649656,0.254836,1.735993,0.161268,-0.199982,0.032223
8789,23.44,-9.583255,0.184247,1.850848,0.181045,-0.197080,0.034285
9766,23.44,-9.563515,0.199203,1.943570,0.169744,-0.205556,0.030543
9765,23.38,-9.577871,0.275175,1.935794,0.145233,-0.240299,0.014050
9766,23.38,-9.594621,0.335593,1.843072,0.139048,-0.264963,-0.005574
9765,23.44,-9.735199,0.321835,1.872982,0.162185,-0.143477,-0.043142
9766,23.44,-9.716656,0.310469,1.847857,0.162872,-0.115683,-0.056429
9765,23.44,-9.737593,0.146560,1.865803,0.146073,-0.079947,-0.064141
9766,23.44,-9.646665,0.273380,1.830509,0.106367,-0.058643,-0.070479
8789,23.50,-9.544373,0.310469,1.876571,0.074220,-0.067424,-0.070631
9766,23.50,-9.564711,0.455235,1.743171,0.047342,-0.068341,-0.079336
9765,23.50,-9.584452,0.528216,1.673181,0.041844,-0.066203,-0.086896
9766,23.50,-9.567701,0.520439,1.605584,0.060781,-0.059865,-0.088881
9766,23.50,-9.493525,0.477368,1.545763,0.087354,-0.051542,-0.083689
8789,23.50,-9.504890,0.375075,1.577468,0.110185,-0.052916,-0.082161
9765,23.50,-9.558130,0.290728,1.606182,0.114690,-0.055894,-0.087965
9766,23.50,-9.449856,0.317647,1.566701,0.100640,-0.064828,-0.078038
9766,23.50,-9.602996,0.379262,1.621137,0.102091,-0.083994,-0.072922
9765,23.50,-9.817752,0.509073,1.616950,0.103160,-0.109421,-0.089492
8789,23.50,-9.850055,0.467199,1.680958,0.136299,-0.084681,-0.127060
9766,23.50,-9.595220,0.393021,1.606781,0.178220,-0.051465,-0.185474
9766,23.56,-9.592826,0.239880,1.656432,0.212199,-0.058109,-0.220904
9765,23.56,-9.762118,0.204586,1.649851,0.249080,-0.077045,-0.229914
9766,23.50,-9.500703,0.210568,1.624727,0.259160,-0.103618,-0.222050
8789,23.50,-9.497113,0.099302,1.665405,0.268781,-0.157603,-0.209145
9765,23.56,-9.844073,-0.090329,1.750350,0.249844,-0.194637,-0.194484
9766,23.56,-9.495319,-0.066999,1.739582,0.204869,-0.225638,-0.149204
9766,23.50,-9.575479,-0.020339,1.788635,0.138514,-0.236252,-0.076358
9765,23.50,-9.851252,0.034696,1.878964,0.046960,-0.215025,-0.029627
9766,23.56,-9.732806,0.147757,1.795215,-0.056658,-0.167988,0.016875
8789,23.56,-9.515658,0.335593,1.532005,-0.074449,-0.124617,0.061697
9766,23.50,-9.526426,0.595215,1.794019,-0.138743,-0.140194,0.073762
9765,23.50,-10.053445,0.694517,1.606781,-0.186848,-0.205633,-0.106901
9766,23.56,-9.698709,0.100499,1.926222,-0.073838,-0.245491,-0.192804
9766,23.56,-9.463017,0.364905,1.694717,0.026496,-0.215712,-0.109727
8789,23.56,-9.612567,0.407976,1.654039,0.012065,-0.213116,-0.096822
9765,23.56,-9.672388,0.356531,1.827518,0.066432,-0.180663,-0.094990
9766,23.50,-9.472588,0.266800,1.811367,0.097586,-0.162796,-0.101709
9765,23.50,-9.719049,-0.003589,1.853241,0.098502,-0.167835,-0.103694
9766,23.56,-9.637692,0.168694,1.869393,0.088423,-0.162414,-0.102931
8789,23.56,-9.672986,0.276371,1.771287,0.073991,-0.162490,-0.116981
9766,23.56,-9.745369,0.345763,1.865205,0.078649,-0.150196,-0.131107
9765,23.56,-9.591630,0.464208,1.886741,0.087965,-0.136223,-0.117210
9766,23.50,-9.537193,0.350549,1.850250,0.102473,-0.144011,-0.098197
9766,23.50,-9.656236,0.316451,1.826920,0.124464,-0.144470,-0.092622
8789,23.50,-9.572488,0.251845,1.928615,0.137903,-0.138590,-0.088881
9765,23.50,-9.581460,0.241675,1.926821,0.148135,-0.137597,-0.083459
9766,23.50,-9.527622,0.138186,1.983650,0.141721,-0.135918,-0.080481
9766,23.50,-9.583854,0.235095,1.995614,0.121944,-0.136223,-0.075671
9765,23.50,-9.599407,0.287139,2.054837,0.124235,-0.129427,-0.073380
8789,23.50,-9.650254,0.247657,2.051247,0.115301,-0.133856,-0.075976
9766,23.62,-9.619745,0.215952,2.036292,0.094226,-0.133245,-0.078191
9766,23.62,-9.600005,0.229711,2.032703,0.077122,-0.127976,-0.076358
9765,23.56,-9.610174,0.230309,2.004587,0.060399,-0.123624,-0.075824
9766,23.56,-9.600603,0.269193,1.947758,0.048106,-0.119577,-0.076969
8789,23.56,-9.575479,0.258425,1.907678,0.049633,-0.115606,-0.074373
9765,23.56,-9.586246,0.248255,1.855036,0.058414,-0.113774,-0.074678
9766,23.56,-9.579666,0.247657,1.830509,0.066890,-0.113850,-0.075976
9766,23.56,-9.606586,0.241675,1.820340,0.074755,-0.116675,-0.075595
9765,23.50,-9.616157,0.235095,1.849054,0.083612,-0.117821,-0.076282
8789,23.50,-9.597013,0.238086,1.896312,0.084910,-0.118202,-0.075365
9766,23.56,-9.620344,0.220738,1.907678,0.078038,-0.115454,-0.074067
9766,23.56,-9.613166,0.229711,1.922633,0.070097,-0.114766,-0.075136
9765,23.50,-9.613166,0.247657,1.913062,0.066584,-0.115530,-0.077351
9766,23.50,-9.587442,0.252443,1.895714,0.065515,-0.113010,-0.077274
9765,23.56,-9.590434,0.232104,1.819742,0.067348,-0.112094,-0.076740
9766,23.56,-9.598808,0.235693,1.810170,0.062919,-0.112246,-0.075289
9765,23.62,-9.613764,0.251845,1.838286,0.065592,-0.114003,-0.073075
8790,23.62,-9.605987,0.223729,1.850848,0.075747,-0.111941,-0.073304
9765,23.62,-9.602996,0.207577,1.869393,0.082085,-0.112170,-0.071624
9766,23.62,-9.620344,0.210568,1.893919,0.084223,-0.112857,-0.071700
9765,23.62,-9.605987,0.208774,1.896312,0.083078,-0.114232,-0.071548
9766,23.62,-9.586844,0.215354,1.910669,0.086132,-0.113239,-0.072235
8789,23.56,-9.598211,0.227318,1.920240,0.091782,-0.111865,-0.072311
9766,23.56,-9.606586,0.237488,1.919642,0.092622,-0.110796,-0.073075
9765,23.62,-9.583255,0.250050,1.901098,0.085292,-0.107970,-0.071853
9766,23.62,-9.600603,0.284746,1.899303,0.079565,-0.105756,-0.071013
9766,23.56,-9.602996,0.272184,1.914856,0.083307,-0.106596,-0.072693
8789,23.56,-9.587442,0.239880,1.909473,0.081321,-0.106443,-0.072846
9765,23.56,-9.600005,0.204586,1.921437,0.076587,-0.101175,-0.070479
9766,23.56,-9.604791,0.182453,1.936392,0.074831,-0.104458,-0.071395
9766,23.62,-9.602996,0.184247,1.920240,0.065210,-0.102320,-0.070326
9765,23.62,-9.628120,0.211167,1.901098,0.058185,-0.102625,-0.070402
8789,23.62,-9.611371,0.236291,1.865803,0.054978,-0.100487,-0.069410
9766,23.62,-9.585648,0.229711,1.836491,0.057803,-0.101938,-0.068264
9765,23.62,-9.601800,0.215952,1.812563,0.062308,-0.102014,-0.069180
9766,23.62,-9.607782,0.227318,1.798206,0.061087,-0.104992,-0.068799
9766,23.56,-9.587442,0.233300,1.793421,0.063225,-0.106672,-0.069639
8789,23.56,-9.608978,0.245863,1.818545,0.070402,-0.107436,-0.068951
9765,23.62,-9.588041,0.244666,1.835893,0.070784,-0.106596,-0.067424
9766,23.62,-9.606586,0.259621,1.866402,0.072006,-0.109039,-0.069639
9766,23.62,-9.611969,0.247657,1.883152,0.075595,-0.106443,-0.067806
9765,23.62,-9.592229,0.212961,1.886143,0.074678,-0.106443,-0.068264
8789,23.56,-9.610174,0.219541,1.872384,0.066355,-0.103236,-0.066661
9766,23.56,-9.605389,0.224327,1.834697,0.061774,-0.103236,-0.066050
9766,23.62,-9.619745,0.255434,1.830509,0.064217,-0.106138,-0.067577
9765,23.62,-9.605389,0.235693,1.799403,0.070250,-0.107970,-0.070097
9766,23.62,-9.595220,0.231506,1.794019,0.068875,-0.109116,-0.070020
8789,23.62,-9.591032,0.243470,1.771287,0.065744,-0.110643,-0.068264
9766,23.69,-9.600005,0.253639,1.766501,0.066966,-0.113468,-0.067272
9765,23.69,-9.596416,0.250050,1.753341,0.072464,-0.116370,-0.068035
9766,23.56,-9.607782,0.244068,1.776671,0.073991,-0.116599,-0.065897
9765,23.56,-9.604791,0.250648,1.785644,0.077427,-0.122326,-0.068188
8789,23.62,-9.611969,0.248255,1.791028,0.074449,-0.122020,-0.066890
9766,23.62,-9.603595,0.253041,1.785046,0.074984,-0.120875,-0.066203
9766,23.62,-9.589836,0.262014,1.808974,0.074831,-0.123089,-0.065744
9765,23.62,-9.597612,0.260818,1.799403,0.074220,-0.127365,-0.066508
9766,23.62,-9.610174,0.259023,1.802394,0.076587,-0.129122,-0.066355
8789,23.62,-9.587442,0.256032,1.820938,0.080405,-0.130114,-0.067730
9766,23.56,-9.612567,0.254836,1.841277,0.083918,-0.131794,-0.066584
9765,23.56,-9.611969,0.242273,1.824527,0.080940,-0.133856,-0.067195
9766,23.56,-9.602996,0.246461,1.817349,0.077809,-0.133932,-0.067501
9766,23.56,-9.601201,0.267398,1.825126,0.085750,-0.136987,-0.070479
8789,23.62,-9.606586,0.251845,1.810170,0.085903,-0.135154,-0.069410
9765,23.62,-9.604791,0.240479,1.811367,0.088957,-0.136376,-0.068493
9766,23.62,-9.612567,0.242872,1.822134,0.086285,-0.137674,-0.066508
9765,23.62,-9.599407,0.253639,1.838884,0.083536,-0.139430,-0.067195
9766,23.62,-9.588639,0.254237,1.863411,0.083841,-0.138361,-0.065057
8789,23.62,-9.594024,0.231506,1.881357,0.083154,-0.137368,-0.066050
9766,23.62,-9.599407,0.239880,1.910071,0.082543,-0.137292,-0.066050
9765,23.62,-9.622139,0.241675,1.923231,0.084681,-0.137903,-0.066050
9766,23.62,-9.622737,0.233300,1.927419,0.084452,-0.136910,-0.066355
9766,23.62,-9.616157,0.243470,1.925026,0.081321,-0.135154,-0.067272
8789,23.62,-9.601201,0.247059,1.916651,0.076282,-0.133474,-0.066737
9765,23.62,-9.592826,0.266202,1.907678,0.075595,-0.132481,-0.066966
9765,23.56,-9.622139,0.269791,1.913062,0.083612,-0.130191,-0.067882
8789,23.56,-9.605389,0.236889,1.935195,0.086056,-0.126984,-0.068035
9766,23.62,-9.604791,0.242273,1.938186,0.085597,-0.127900,-0.069028
9766,23.62,-9.602996,0.262014,1.913660,0.082620,-0.126296,-0.068570
9765,23.62,-9.595220,0.272184,1.880759,0.081092,-0.125151,-0.067501
9766,23.62,-9.599407,0.272782,1.868196,0.082696,-0.126831,-0.067806
8789,23.62,-9.594621,0.263809,1.842474,0.083307,-0.125762,-0.065897
9765,23.62,-9.606586,0.276969,1.838286,0.080481,-0.126678,-0.065668
9766,23.69,-9.574881,0.239282,1.820340,0.080100,-0.124922,-0.066279
