,X
429,-21.1497687802961
430,-20.942500001226236
431,-20.701725774717048
432,-20.45728489408289
433,-20.23387595222333
434,-20.07553579349063
435,-19.97027036698512
436,-19.88665728091587
437,-19.81283219942688
438,-19.7379842870058
439,-19.6942075045976
440,-19.656958485216563
441,-19.632482244874254
442,-19.57396488623776
443,-19.501717501822597
444,-19.423233726899213
445,-19.363113961706787
446,-19.320031232716843
447,-19.271633662189373
448,-19.214492236128407
449,-19.15336641881258
450,-19.0986797897815
451,-19.061421683147827
452,-19.039451831394317
453,-19.036437388224982
454,-19.04769389148163
455,-19.068888167005696
456,-19.115471139050342
457,-19.16203636870334
458,-19.24117526975793
459,-19.34521076567887
460,-19.472944505181303
461,-19.601956763353584
462,-19.743530209187284
463,-19.897484000852458
464,-20.068561200606382
465,-20.252067019467148
466,-20.429141790781642
467,-20.623905571892053
468,-20.84442074987919
469,-21.057287458338664
470,-21.270804379917024
471,-21.481335451572363
472,-21.69630342772996
473,-21.905748224618165
474,-22.116944408876577
475,-22.322368582749363
476,-22.51468537952276
477,-22.68245160200327
478,-22.84650950425879
479,-23.00251869010232
480,-23.171870570355026
481,-23.342501939584963
482,-23.510306379506588
483,-23.666959203301488
484,-23.81598255279151
485,-23.964151370556664
486,-24.13008004473042
487,-24.313080387304424
488,-24.497809517889976
489,-24.616830880071262
490,-24.705268237978757
491,-24.798075297713083
492,-24.883992159136213
493,-24.91935753011539
494,-24.918910382001997
495,-24.890511939983682
496,-24.836746954682
497,-24.77403523123654
498,-24.724342474271992
499,-24.672625061952374
500,-24.628313131330685
501,-24.617695992108494
502,-24.604375093633493
503,-24.62895476396723
504,-24.751322519895993
505,-24.99132668401269
506,-25.301109400214827
507,-25.499280091825327
508,-25.652353894509957
509,-25.881347815215832
510,-26.197966190862076
511,-26.576323174160848
512,-26.954993193758384
513,-27.53895511266205
514,-28.204532218043042
515,-28.96035117246342
516,-29.71655728176846
517,-30.409859252880466
518,-31.139457343463746
519,-31.945087476794086
520,-32.87612620139704
521,-33.857013443121545
522,-34.86510032261877
523,-35.87670782770569
524,-36.925821517153636
525,-38.02875557881056
526,-39.1602607318828
527,-40.30752822644292
528,-41.46749989346415
529,-42.618266194189665
530,-43.74723016640286
531,-44.867255298814925
532,-45.990486554855366
533,-47.11000498378124
534,-48.2414411633246
535,-49.36214882826863
536,-50.44555795848632
537,-51.4941336044621
538,-52.49984131205489
539,-53.49029683771987
540,-54.42662470886789
541,-55.339973729966
542,-56.24233012134343
543,-57.11997019372534
544,-57.91235227882051
545,-58.60365489539205
546,-59.185025822762334
547,-59.63819795427398
548,-59.85230434838792
549,-59.9802437328148
550,-60.011949675920846
551,-59.93089549447395
552,-59.727930725785
553,-59.43262479755604
554,-59.08746099605393
555,-58.697509109565075
556,-58.24590064023435
557,-57.723534043296944
558,-57.13232970214298
559,-56.47192761258853
560,-55.737450970084396
561,-54.97929815162016
562,-54.19367590995226
563,-53.383232309712234
564,-52.575191455500246
565,-51.77530010409658
566,-50.97466059189382
567,-50.19483124185584
568,-49.40767011062241
569,-48.62377118962498
570,-47.84561100726209
571,-47.085416488580634
572,-46.350268862670816
573,-45.598566356505046
574,-44.8535192793634
575,-44.127142412387734
576,-43.4321038716593
577,-42.74204255304702
578,-42.05150703558536
579,-41.36531778298408
580,-40.65755517294171
581,-39.93776648890089
582,-39.22098249857105
583,-38.46469950795172
584,-37.670675559598436
585,-36.806736536835444
586,-35.92172572008603
587,-35.02838615617446
588,-34.152599683154975
589,-33.3735573918554
590,-32.67787119451292
591,-32.01745131047146
592,-31.357131198121095
593,-30.737956176583324
594,-30.13628193098124
595,-29.52093511977732
596,-28.863646735440355
597,-28.150795856118265
598,-27.376800099196842
599,-26.609754512814064
600,-25.863473231473847
601,-25.183043329371245
602,-24.56551981578818
603,-23.974699507065907
604,-23.357094094099608
605,-22.69954832562577
606,-22.034553776316656
607,-21.35387930736094
608,-20.691847852278272
609,-20.027943232597238
610,-19.350783670939933
611,-18.607487907026638
612,-17.870055098161473
613,-17.197039689673502
614,-16.57169661332904
615,-15.99459828750625
616,-15.44262839779229
617,-14.932330265259253
618,-14.457914902662125
619,-13.997081564030779
620,-13.557963866941932
621,-13.150515952159168
622,-12.811248768534085
623,-12.52818893234108
624,-12.278536902297404
625,-12.05778034679551
626,-11.855017505881662
627,-11.662683313632058
628,-11.495172743089583
629,-11.36143735963735
630,-11.267221104873485
631,-11.203836206091466
632,-11.160152372612032
633,-11.13247401612864
634,-11.105036684043085
635,-11.082845587327157
636,-11.081952071878945
637,-11.116096921855998
638,-11.178760227203682
639,-11.27315808017758
640,-11.386747692228468
641,-11.48092094861208
642,-11.545670590022311
643,-11.560019746919835
644,-11.554506919299953
645,-11.546757852548751
646,-11.542117419203507
647,-11.545374956300066
648,-11.561060642207607
649,-11.585553530754837
650,-11.587378698993248
651,-11.595521141693183
652,-11.64983745918687
653,-11.761414005160816
654,-11.885022103525756
655,-11.96765819688062
656,-11.9901243764498
657,-11.97479239897416
658,-11.813849029507622
659,-11.611114829676893
660,-11.46297480444413
661,-11.375393926798651
662,-11.429707529225624
663,-11.460565565581177
664,-11.597701466065786
665,-11.896712724722846
666,-12.462236958609694
667,-13.213141974988034
668,-14.095536808051406
669,-15.070397109756755
670,-16.09620129033007
671,-17.150772923880027
672,-18.21341235166591
673,-19.332342318261
674,-20.47752292770977
675,-21.64721656399118
676,-22.87682593545847
677,-24.20112920172798
678,-25.626199519770225
679,-27.071283457533568
680,-28.448033412675343
681,-29.783672233686403
682,-31.10212699819941
683,-32.41777717495967
684,-33.737064052545676
685,-35.02129550740881
686,-36.2942098088171
687,-37.5347674608418
688,-38.7521886492241
689,-39.96704202034016
690,-41.149287371497536
691,-42.279124644339035
692,-43.32405593850552
693,-44.26344833275704
694,-45.09720912721865
695,-45.850071784975285
696,-46.513007668349566
697,-47.097585933165234
698,-47.58927141572309
699,-47.9891761099411
700,-48.329157642401086
701,-48.61109882854154
702,-48.87771713719077
703,-49.202758230331554
704,-49.553577228370244
705,-49.903922658593046
706,-50.287064756357715
707,-50.63475488654359
708,-50.947879652540905
709,-51.30873879841093
710,-51.632053684560404
711,-51.86411223322806
712,-52.01941074097529
713,-52.11401915401532
714,-52.13088407116919
715,-52.08924918488633
716,-52.10811434755455
717,-52.097942270889
718,-52.02673635953264
719,-51.86009700233637
720,-51.607631011297066
721,-51.287300880519815
722,-50.941121682683786
723,-50.56058986125502
724,-50.13091251218675
725,-49.66242264319866
726,-49.15110949624222
727,-48.5735772804531
728,-47.85307269470803
729,-47.08324414654466
730,-46.28728640097138
731,-45.499872897371375
732,-44.72545541024404
733,-43.929209467455486
734,-43.02614933563798
735,-41.73902421969507
736,-40.49592355461881
737,-39.7448557360615
738,-39.1306527084671
739,-38.791744890888666
740,-38.26598697215027
741,-37.678096757255034
742,-37.003174087530525
743,-35.98521802731982
744,-35.53104112814883
745,-35.100550319546215
746,-34.35931428845832
747,-33.47564779532338
748,-32.86457327095603
749,-32.34983979326134
750,-31.80433190811729
751,-31.271120259737287
752,-30.571362433006087
753,-29.841536954446667
754,-29.142433865955496
755,-28.461889582728986
756,-27.82547077632823
757,-27.204045105307074
758,-26.61715260476136
759,-26.028236728745682
760,-25.418740483594775
761,-24.8340868368157
762,-24.25906123852323
763,-23.72723231141579
764,-23.23708033730523
765,-22.76184059576181
766,-22.280328285149864
767,-21.74571512627014
768,-21.19167469177951
769,-20.588787331075935
770,-19.948595333556
771,-19.31936726450914
772,-18.681242918052476
773,-18.04976205999776
774,-17.39191269039243
775,-16.620922803513096
776,-15.854578267857647
777,-15.11207521133889
778,-14.384430901752935
779,-13.623948633725789
780,-12.887605126375135
781,-12.178464898228668
782,-11.480393766817798
783,-10.808059415000216
784,-10.134851068727414
785,-9.471950099977008
786,-8.857286370133266
787,-8.369217104654055
788,-7.940976861040895
789,-7.568554437518188
790,-7.235084312727494
791,-6.964466224101898
792,-6.7813544853341625
793,-6.670834825125851
794,-6.614172043952223
795,-6.543822391852146
796,-6.513825815019075
797,-6.6019014679339705
798,-6.761535198215498
799,-6.928397901519006
800,-7.05337787884875
801,-7.1302224220881385
802,-7.191171705425532
803,-7.322410291424859
804,-7.552545554244858
805,-7.865377728617403
806,-8.176386773240779
807,-8.428782934107105
808,-8.674410446274166
809,-8.965392892762068
810,-9.339637897587366
811,-9.763720331928042
812,-10.258375932667292
813,-10.76130592544257
814,-11.283216190431133
815,-11.83857776070981
816,-12.40316685394373
817,-12.923099122509086
818,-13.392894566545763
819,-13.846514803458192
820,-14.224265956392784
821,-14.517327627821956
822,-14.789212336865177
823,-15.082209544877827
824,-15.40119447675427
825,-15.775200069800846
826,-16.15533412622365
827,-16.52177155428285
828,-16.833492859423615
829,-17.065122893245828
830,-17.31056595238026
831,-17.573088136736544
832,-17.774779172016196
833,-17.958820040300566
834,-18.200199494044526
835,-18.255286695375332
836,-18.311256973490217
837,-18.359619754218144
838,-18.43006141565853
839,-18.539400376470013
840,-18.725608358252884
841,-18.982302918638737
842,-19.32036561634446
843,-19.72952870603355
844,-20.254878818033788
845,-20.844073473585638
846,-21.522715640009324
847,-22.31694455666421
848,-23.179331043199568
849,-24.084790648442322
850,-24.999854357719855
851,-25.949877960881253
852,-26.928771300319497
853,-27.9270048953927
854,-28.9098572532381
855,-29.902970887209634
856,-30.895559247695758
857,-31.899034258595435
858,-32.90112049143809
859,-33.90409177274604
860,-34.88200577646942
861,-35.81507005029142
862,-36.697751429314955
863,-37.53427191502729
864,-38.31547573834221
865,-39.03119175123148
866,-39.68125518032915
867,-40.28999836335082
868,-40.86490937474311
869,-41.368310799844956
870,-41.874940087012725
871,-42.290511001875046
872,-42.548310048741335
873,-42.686152785029435
874,-42.77502438168905
875,-42.83689052230155
876,-42.87607176699581
877,-42.87955443562793
878,-42.83911405565765
879,-42.7637035771173
880,-42.64468253089781
881,-42.4942089136639
882,-42.326193749603334
883,-42.19948412458917
884,-42.01695227593505
885,-41.704124447045274
886,-41.29827235192161
887,-40.851223147298114
888,-40.394950055027444
889,-39.9405331609607
890,-39.46261902048823
891,-38.96212417964028
892,-38.476156472018346
893,-38.0333683153623
894,-37.58132312427628
895,-36.99509313244763
896,-36.388046111779275
897,-35.77798221761108
898,-35.11286109352048
899,-34.46304522812299
900,-33.833235335893804
901,-33.17321361216396
902,-32.49992117990567
903,-31.84904015262852
904,-31.218041363575466
905,-30.61852285898385
906,-30.056397188117117
907,-29.50661740116408
908,-28.92731758551423
909,-28.343433240421632
910,-27.757102216487425
911,-27.190064197257442
912,-26.673392808737347
913,-26.1844314577625
914,-25.69523544492337
915,-25.191814020099983
916,-24.677452113421552
917,-24.17705828639572
918,-23.701502201816197
919,-23.26209158277176
920,-22.859093753166363
921,-22.489697043794337
922,-22.140980179331763
923,-21.79633158931361
924,-21.45176952619964
925,-21.112920295770493
926,-20.789455822429915
927,-20.482131919203965
928,-20.193872525716387
929,-19.910106910329517
930,-19.62070067547627
931,-19.31289359291742
932,-18.97771359221568
933,-18.618971246438875
934,-18.246149572566026
935,-17.865607281731798
936,-17.495822974816846
937,-17.14332453100549
938,-16.810240096172592
939,-16.473502149517444
940,-16.13642275632303
941,-15.804612053556639
942,-15.456374611191208
943,-15.105030390921613
944,-14.76328097158212
945,-14.424612071405164
946,-14.065976280776667
947,-13.687810606710258
948,-13.304461082964139
949,-12.897443044418608
950,-12.500821909137898
951,-12.128768355913422
952,-11.765560383487383
953,-11.344891309639067
954,-10.922113894000617
955,-10.525855397625847
956,-10.203180218282924
957,-9.959617342855239
958,-9.79852618533468
959,-9.729274315985663
960,-9.708911482220046
961,-9.686918556641317
962,-9.666724324169607
963,-9.695592432568574
964,-9.772543019833321
965,-9.923552614027543
966,-10.122567082874824
967,-10.343009037442755
968,-10.622201469915666
969,-10.929907151263762
970,-11.239772995805652
971,-11.544545712319064
972,-11.832763350880711
973,-12.120343658171194
974,-12.397909895111724
975,-12.661793562859728
976,-12.902150059096016
977,-13.119795874264398
978,-13.326054731216715
979,-13.562828758290394
980,-13.792874585372047
981,-13.863651822899797
982,-13.978283597835244
983,-14.191591123007314
984,-14.406805434825202
985,-14.588626041934248
986,-14.755170756906693
987,-14.911384357965431
988,-15.03329193500241
989,-15.141890440560417
990,-15.238627521972518
991,-15.340011105745631
992,-15.442504512644746
993,-15.55856928952737
994,-15.6801304298655
995,-15.807840296642482
996,-15.929428657677775
997,-16.043540987794614
998,-16.13303022887125
999,-16.20781025844599
1000,-16.263634179511243
1001,-16.31675600046816
1002,-16.384102171001217
1003,-16.4395371115409
1004,-16.512013952745164
1005,-16.5860449064875
1006,-16.64180560024657
1007,-16.689491719212043
1008,-16.715429833421965
1009,-16.71568400684515
1010,-16.705699670812237
1011,-16.67070286724605
1012,-16.649135317253382
1013,-16.610610739750214
1014,-16.563638689234125
1015,-16.526028844783056
1016,-16.475843267074126
1017,-16.426498604190215
1018,-16.383840881935015
1019,-16.342636046336608
1020,-16.28711371182004
1021,-16.2157903043814
1022,-16.15296806342137
1023,-16.122047974124243
1024,-16.119727040288367
1025,-16.110871625447828
1026,-16.08154687716838
1027,-16.00692100917439
1028,-15.893294483583915
1029,-15.764176440989672
1030,-15.579928663027204
1031,-15.414387594677407
1032,-15.358309640379431
1033,-15.364994383710368
1034,-15.350429582449678
1035,-15.233037937009357
1036,-15.048614776352338
1037,-14.848616741203202
1038,-14.630896562355204
1039,-14.423646881950347
1040,-14.271690292400933
1041,-14.147226826139956
1042,-14.067627760922306
1043,-14.065970824055825
1044,-14.169792464200441
1045,-14.32102527026899
1046,-14.469096473322367
1047,-14.572860136557594
1048,-14.602489499924147
1049,-14.58756396419372
1050,-14.587739528887695
1051,-14.634070512978283
1052,-14.71863048901551
1053,-14.82440798222666
1054,-14.929556938248382
1055,-15.039083640747478
1056,-15.141019852358653
1057,-15.22217024108339
1058,-15.268511312328656
1059,-15.29228197291242
1060,-15.312872231754483
1061,-15.319579257532297
1062,-15.307545068841392
1063,-15.283681245473488
1064,-15.246458199480301
1065,-15.211806223861473
1066,-15.16186320910893
1067,-15.090421888517639
1068,-14.997765550175345
1069,-14.891526780595925
1070,-14.763876106152324
1071,-14.629073030968485
1072,-14.494918355397772
1073,-14.345884146124646
1074,-14.178557964192734
1075,-13.999301863662723
1076,-13.79105116669362
1077,-13.54238652328742
1078,-13.258137743462228
1079,-12.964278134414457
1080,-12.680703663934523
1081,-12.427040527689186
1082,-12.222300222261453
1083,-12.051119546175656
1084,-11.885277691855734
1085,-11.690771710448885
1086,-11.474748830981326
1087,-11.39515784072789
1088,-11.275486144669586
1089,-11.179089175436587
1090,-11.130888937744217
1091,-11.05821116656415
1092,-11.0398186693414
1093,-11.11440524865786
1094,-11.314565909687758
1095,-11.580342816418778
1096,-11.914678461217946
1097,-12.273961379601502
1098,-12.669351065983179
1099,-13.077439158335594
1100,-13.487679502434233
1101,-13.853042990128202
1102,-14.211657925309439
1103,-14.516300034874362
1104,-14.786827470876275
1105,-15.0022894389638
1106,-15.221680516735532
1107,-15.440275388162846
1108,-15.648593777606024
1109,-15.698965700681995
1110,-15.565003853468369
1111,-15.515526195876546
1112,-15.551675279057875
1113,-15.676797016627631
1114,-15.88065703019329
1115,-16.07018349913477
1116,-16.197219100888915
1117,-16.246234372110976
1118,-16.257076263505084
1119,-16.21125350321502
1120,-16.16979990746215
1121,-16.154632295941752
1122,-16.17562867118326
1123,-16.192218805879392
1124,-16.20456350973261
1125,-16.20517635614752
1126,-16.197590251546487
1127,-16.196565858174992
1128,-16.177263460905678
1129,-16.152949496875024
1130,-16.11843626190516
1131,-16.1045172962057
1132,-16.088844291794928
1133,-16.05078992174471
1134,-15.985409447673803
1135,-15.887210520303483
1136,-15.776966178796059
1137,-15.683370773454612
1138,-15.61737407456171
1139,-15.585078176854253
1140,-15.576071747423413
1141,-15.565982280070443
1142,-15.529132278479707
1143,-15.447850385853855
1144,-15.33450241006183
1145,-15.187263355783287
1146,-15.019073511968372
1147,-14.81427742788766
1148,-14.610715886531182
1149,-14.395095012660704
1150,-14.16428108430523
1151,-13.934077804905272
1152,-13.70205538180268
1153,-13.471373480116213
1154,-13.251310672838343
1155,-13.036152837431601
1156,-12.827563263151191
1157,-12.639952347785268
1158,-12.490677128218252
1159,-12.366063004718342
1160,-12.259099462200055
1161,-12.17401019701363
1162,-12.114214133369103
1163,-12.1032648205111
1164,-12.114180091293989
1165,-12.145610448245236
1166,-12.215127375576017
1167,-12.31276601438887
1168,-12.440389080497084
1169,-12.5613550815942
1170,-12.714208226915687
1171,-12.872036642899545
1172,-13.060741624084187
1173,-13.248061616189347
1174,-13.434896806154484
1175,-13.635778004904438
1176,-13.845082753108827
1177,-14.071456870422807
1178,-14.315392876211746
1179,-14.56620939271204
1180,-14.867329846530467
1181,-15.152014830511973
1182,-15.476709898504765
1183,-15.782481385046111
1184,-16.038861886441524
1185,-16.21378675693022
1186,-16.29389236288307
1187,-16.332792590985918
1188,-16.383435084086827
1189,-16.44491247700728
1190,-16.51910137930797
1191,-16.6538128300151
1192,-16.795509431795395
1193,-16.92447777651367
1194,-17.016866429879173
1195,-17.089786614426316
1196,-17.146956166424516
1197,-17.082210864023466
1198,-17.03141197751853
1199,-17.02099701294135
1200,-16.997244005444514
1201,-16.961969605836003
1202,-16.906454122898992
1203,-16.84971478376667
1204,-16.776112135805505
1205,-16.67486862264741
1206,-16.553001297876563
1207,-16.447670964654463
1208,-16.347241617783567
1209,-16.239720783594606
1210,-16.114676510418036
1211,-15.978257867639712
1212,-15.846271362336694
1213,-15.719354046066897
1214,-15.590047379716609
1215,-15.449904705782401
1216,-15.293432709351904
1217,-15.140400687989711
1218,-15.00942330368484
1219,-14.912898467520236
1220,-14.84184463468948
1221,-14.78568666579119
1222,-14.728639725439521
1223,-14.663937729331352
1224,-14.617375359367102
1225,-14.596851350730631
1226,-14.554759174885334
1227,-14.551579829519426
1228,-14.569913202924567
1229,-14.574265268024178
1230,-14.603482496535449
1231,-14.648163287498491
1232,-14.714089588396746
1233,-14.825578922796623
1234,-14.942848417332414
1235,-15.046359751643053
1236,-15.121279434139268
1237,-15.183155356223082
1238,-15.2461935098666
1239,-15.311985996983225
1240,-15.38805084152925
1241,-15.470400619718731
1242,-15.553342559566303
1243,-15.63636167105085
1244,-15.7236695404235
1245,-15.810722362299884
