,X,Y,Z
541,12.3196,4.2887,-1.29163
542,12.4894,4.28889,-1.18456
543,12.6533,4.28932,-1.07913
544,12.8112,4.29006,-0.975534
545,12.9633,4.29117,-0.873905
546,13.1097,4.29269,-0.774419
547,13.2507,4.29466,-0.677162
548,13.3865,4.29712,-0.582187
549,13.5174,4.30008,-0.489546
550,13.6437,4.30356,-0.399186
551,13.7658,4.30754,-0.311063
552,13.884,4.31202,-0.225082
553,13.9989,4.31697,-0.141144
554,14.1108,4.32235,-0.059018
555,14.2203,4.32811,0.0214715
556,14.3278,4.3342,0.100538
557,14.4339,4.34054,0.178476
558,14.5391,4.34704,0.255552
559,14.6439,4.35364,0.332103
560,14.7488,4.36023,0.408397
561,14.8544,4.36671,0.48481
562,14.9612,4.37296,0.561654
563,15.0697,4.37889,0.639256
564,15.1804,4.38437,0.717983
565,15.2939,4.38928,0.798139
566,15.4106,4.3935,0.880046
567,15.5309,4.39692,0.964029
568,15.6553,4.39941,1.05034
569,15.7842,4.40088,1.13925
570,15.918,4.40121,1.23105
571,16.0571,4.40032,1.32587
572,16.2017,4.39808,1.42396
573,16.3523,4.39447,1.52542
574,16.509,4.38938,1.63039
575,16.6721,4.38276,1.73893
576,16.8419,4.37459,1.85105
577,17.0184,4.36483,1.9668
578,17.2018,4.35346,2.08606
579,17.3923,4.3405,2.20877
580,17.5897,4.32595,2.33481
581,17.7943,4.30984,2.46401
582,18.0059,4.29221,2.59616
583,18.2246,4.27311,2.73112
584,18.4502,4.25259,2.86857
585,18.6826,4.23072,3.00829
586,18.9217,4.20756,3.15003
587,19.1674,4.18318,3.29348
588,19.4195,4.15767,3.43842
589,19.6778,4.13108,3.58457
590,19.942,4.1035,3.73169
591,20.212,4.07498,3.87953
592,20.4876,4.04558,4.02786
593,20.7685,4.01536,4.17653
594,21.0545,3.98437,4.32533
595,21.3455,3.95265,4.47413
596,21.6411,3.92022,4.6228
597,21.9412,3.88712,4.77123
598,22.2455,3.85335,4.91937
599,22.554,3.81893,5.06711
600,22.8663,3.78389,5.21443
601,23.1823,3.74819,5.36131
602,23.5018,3.71184,5.50772
603,23.8247,3.67484,5.65368
604,24.1508,3.63716,5.79916
605,24.48,3.5988,5.94422
606,24.812,3.55975,6.08882
607,25.1468,3.51996,6.23305
608,25.4841,3.47946,6.3769
609,25.8239,3.43821,6.52039
610,26.1661,3.39621,6.66359
611,26.5104,3.35344,6.80648
612,26.8567,3.30992,6.94913
613,27.2049,3.26565,7.09155
614,27.5548,3.22063,7.23376
615,27.9064,3.1749,7.37575
616,28.2594,3.12845,7.51755
617,28.6137,3.08133,7.65918
618,28.9691,3.03358,7.80062
619,29.3255,2.98523,7.94183
620,29.6828,2.93636,8.08281
621,30.0407,2.887,8.22355
622,30.3992,2.83722,8.36398
623,30.758,2.78711,8.50405
624,31.117,2.73673,8.64371
625,31.4761,2.68617,8.78288
626,31.835,2.63552,8.92152
627,32.1936,2.58487,9.05953
628,32.5517,2.53433,9.19685
629,32.9091,2.48397,9.33341
630,33.2657,2.43392,9.46912
631,33.6213,2.38427,9.60392
632,33.9758,2.33513,9.73777
633,34.3288,2.28658,9.87057
634,34.6803,2.23874,10.0023
635,35.0301,2.19168,10.1329
636,35.3779,2.14549,10.2623
637,35.7237,2.10025,10.3906
638,36.0673,2.05604,10.5177
639,36.4084,2.01289,10.6436
640,36.7469,1.97085,10.7684
641,37.0827,1.92993,10.8921
642,37.4156,1.89018,11.0148
643,37.7454,1.85155,11.1365
644,38.072,1.81404,11.2574
645,38.3952,1.77762,11.3775
646,38.715,1.74221,11.497
647,39.0312,1.70776,11.616
648,39.3436,1.67417,11.7347
649,39.6523,1.64133,11.8532
650,39.957,1.60912,11.9717
651,40.2577,1.57744,12.0903
652,40.5543,1.54614,12.2092
653,40.8467,1.51504,12.3286
654,41.1348,1.48403,12.4486
655,41.4186,1.45294,12.5692
656,41.6979,1.42162,12.6907
657,41.9728,1.38992,12.8132
658,42.2431,1.35771,12.9366
659,42.5086,1.32483,13.0611
660,42.7695,1.29117,13.1867
661,43.0255,1.25662,13.3134
662,43.2765,1.22107,13.4412
663,43.5225,1.18445,13.5699
664,43.7634,1.1467,13.6997
665,43.9989,1.10775,13.8301
666,44.2292,1.06758,13.9613
667,44.4539,1.02619,14.0928
668,44.673,0.98361,14.2246
669,44.8863,0.939829,14.3563
670,45.0938,0.894934,14.4877
671,45.2952,0.848997,14.6184
672,45.4905,0.802123,14.7482
673,45.6795,0.754432,14.8765
674,45.8622,0.706042,15.0032
675,46.0382,0.657123,15.1276
676,46.2076,0.607874,15.2495
677,46.3701,0.558455,15.3684
678,46.5258,0.509096,15.4838
679,46.6743,0.460001,15.5955
680,46.8157,0.411405,15.7028
681,46.9498,0.363558,15.8055
682,47.0765,0.316684,15.9031
683,47.1957,0.271039,15.9953
684,47.3073,0.226848,16.0817
685,47.4113,0.184376,16.162
686,47.5076,0.143852,16.2359
687,47.5962,0.105489,16.3031
688,47.6769,0.0695227,16.3634
689,47.75,0.0361456,16.4167
690,47.8153,0.00553842,16.4628
691,47.8729,-0.0221201,16.5017
692,47.9228,-0.0466929,16.5334
693,47.9653,-0.0680274,16.5579
694,48.0002,-0.0860713,16.5752
695,48.028,-0.100703,16.5856
696,48.0486,-0.111886,16.5894
697,48.0623,-0.119593,16.5867
698,48.0694,-0.123833,16.5781
699,48.07,-0.124615,16.5638
700,48.0646,-0.122039,16.5444
701,48.0534,-0.116152,16.5206
702,48.0367,-0.107097,16.4927
703,48.015,-0.0949923,16.4617
704,47.9886,-0.0800011,16.4281
705,47.9578,-0.0623177,16.3927
706,47.9232,-0.0421236,16.3563
707,47.8851,-0.0196315,16.3197
708,47.8439,0.00493809,16.2836
709,47.8,0.0313862,16.2489
710,47.7537,0.0594454,16.2164
711,47.7054,0.0889684,16.1866
712,47.6554,0.119697,16.1605
713,47.604,0.151475,16.1386
714,47.5513,0.184135,16.1215
715,47.4975,0.217548,16.1098
716,47.4427,0.251575,16.104
717,47.3869,0.286149,16.1043
718,47.3301,0.321236,16.1112
719,47.2721,0.35681,16.1249
