,X
0,0.2943629837838255
1,0.20642864366648794
2,0.788382385491925
3,1.4420287405766974
4,2.1422288352131567
5,2.7756928844219786
6,3.2866079001773727
7,3.686182703862716
8,3.8564316069916806
9,4.036279021713149
10,4.248540172931769
11,4.439187519351215
12,4.593346419060829
13,4.689076902769784
14,4.795120977930679
15,4.947706559830706
16,5.1060905406831765
17,5.221645691383301
18,5.363494138341089
19,5.597951205861278
20,5.953519862139146
21,6.3718253275251655
22,6.783110148861404
23,7.247097351808733
24,7.740506305242711
25,8.322199308934898
26,9.214485354413618
27,9.8800266451058
28,10.252055059405855
29,10.674891124274744
30,10.623256049290418
31,10.778665752882326
32,10.9282840431066
33,11.02264022181285
34,11.163583038763264
35,11.345467996941395
36,11.526335117994847
37,11.71364822731698
38,11.861914253905567
39,11.981046915102695
40,12.057085555440821
41,12.084207028387084
42,12.06810407092253
43,12.065377098239253
44,12.048866857307928
45,12.051490238170715
46,11.966243845461122
47,11.935516411548662
48,12.000877487584546
49,12.131958191649574
50,12.289455300229633
51,12.470672702889942
52,12.639276397245766
53,12.791735533781335
54,12.92260276512755
55,13.032611917172062
56,13.133378371403936
57,13.225186175859633
58,13.310493970550993
59,13.40419296215613
60,13.507296920195088
61,13.607198248577006
62,13.689674937079289
63,13.759831320857103
64,13.817824244192266
65,13.878519146755508
66,13.927016611949938
67,13.945998851051783
68,13.945532825102546
69,13.9278017521153
70,13.903854933644453
71,13.890767942608036
72,13.888440244777698
73,13.913802226759287
74,13.960095169169676
75,14.016547709983882
76,14.079845226087244
77,14.151791006030805
78,14.231169134263382
79,14.302631242437144
80,14.373694960036147
81,14.454145866672633
82,14.532083038622787
83,14.609035958880156
84,14.673287824426424
85,14.732217787443886
86,14.788072818662855
87,14.85614536126937
88,14.927468100937105
89,15.000195867944967
90,15.052770939815062
91,15.097231618565885
92,15.130329384411738
93,15.158453188481346
94,15.199622208960108
95,15.248416199012851
96,15.311320559604582
97,15.363647759706211
98,15.408492572341856
99,15.450693948492727
100,15.48740811720748
101,15.5003937915466
