,X,Y,Z
175,1.18279,3.71703,-0.611192
176,1.22877,3.70852,-0.582462
177,1.2771,3.69948,-0.554068
178,1.32822,3.68981,-0.526457
179,1.38242,3.67948,-0.4995
180,1.4402,3.66844,-0.473584
181,1.50205,3.65665,-0.448746
182,1.56866,3.64405,-0.425302
183,1.6405,3.63064,-0.403205
184,1.7183,3.61641,-0.382658
185,1.80292,3.60136,-0.363539
186,1.89507,3.58553,-0.34581
187,1.99562,3.56896,-0.32945
188,2.10542,3.55174,-0.31419
189,2.22545,3.53394,-0.299799
190,2.35659,3.51565,-0.28618
191,2.49979,3.49703,-0.272766
192,2.656,3.47819,-0.259329
193,2.82596,3.45935,-0.245535
194,3.01055,3.44067,-0.230766
195,3.21039,3.42235,-0.214767
196,3.42609,3.40462,-0.197354
197,3.65835,3.38766,-0.177678
198,3.90734,3.37175,-0.155962
199,4.17342,3.35708,-0.131513
200,4.45672,3.34394,-0.104326
201,4.75715,3.33254,-0.0743081
202,5.07458,3.32315,-0.0415383
203,5.40871,3.31598,-0.0057662
204,5.75904,3.3113,0.0324203
205,6.12509,3.30933,0.0731647
206,6.50612,3.31024,0.115855
207,6.90149,3.31424,0.160319
208,7.31017,3.32151,0.206135
209,7.73135,3.33216,0.252911
210,8.16414,3.34628,0.300302
211,8.60755,3.3639,0.348014
212,9.06056,3.38504,0.395821
213,9.52241,3.40963,0.44341
214,9.99196,3.43759,0.49064
215,10.4687,3.4687,0.537863
216,10.9516,3.50283,0.584686
217,11.4402,3.53965,0.63169
218,11.9337,3.57881,0.678927
219,12.4317,3.61998,0.726797
220,12.934,3.66268,0.775863
221,13.4399,3.70652,0.82624
222,13.9497,3.75086,0.878983
223,14.4629,3.7952,0.93435
224,14.9796,3.83899,0.992923
225,15.5,3.88159,1.05518
226,16.024,3.92235,1.12181
227,16.552,3.96066,1.19306
228,17.084,3.9959,1.2698
229,17.6205,4.02747,1.3518
230,18.1614,4.05485,1.43955
231,18.7073,4.07743,1.53331
232,19.2581,4.09479,1.63273
233,19.8141,4.10653,1.73798
234,20.3754,4.11226,1.84891
235,20.9421,4.11177,1.96514
236,21.5141,4.10483,2.08617
237,22.0913,4.09143,2.21161
238,22.6737,4.07151,2.3409
239,23.261,4.04521,2.47334
240,23.8528,4.01276,2.60838
241,24.4487,3.97448,2.74546
242,25.0484,3.93063,2.88375
243,25.6513,3.88177,3.02269
244,26.2568,3.82845,3.16184
245,26.8645,3.77122,3.3007
246,27.4735,3.71078,3.43877
247,28.0836,3.6477,3.57587
248,28.6937,3.58281,3.71173
249,29.3035,3.51685,3.84639
250,29.9123,3.45042,3.97994
251,30.5195,3.3843,4.11238
252,31.1245,3.31909,4.24402
253,31.7268,3.25553,4.37516
254,32.3258,3.19415,4.50593
