,X,Y,Z
455,3.83673,1.64026,2.85573
456,3.83764,1.63442,2.80485
457,3.83767,1.62899,2.7503
458,3.83669,1.62385,2.69351
459,3.83494,1.61885,2.63593
460,3.83273,1.61381,2.5795
461,3.83038,1.60854,2.52613
462,3.82841,1.60284,2.47785
463,3.82737,1.59653,2.43699
464,3.82799,1.5894,2.40563
465,3.83087,1.58128,2.38564
466,3.83688,1.57195,2.37918
467,3.84678,1.56129,2.3878
468,3.86119,1.54914,2.41267
469,3.88099,1.53533,2.45511
470,3.90687,1.51983,2.51578
471,3.93956,1.5025,2.59484
472,3.97991,1.4833,2.69282
473,4.02852,1.46223,2.80906
474,4.08626,1.43928,2.94307
475,4.15395,1.41451,3.09425
476,4.2324,1.38799,3.26139
477,4.3227,1.35984,3.44356
478,4.42597,1.33019,3.63976
479,4.54347,1.2992,3.8484
480,4.67673,1.26706,4.06872
481,4.82727,1.234,4.29972
482,4.99699,1.20018,4.54054
483,5.18777,1.16585,4.79059
484,5.40169,1.13125,5.04906
485,5.64092,1.09655,5.31566
486,5.90759,1.06199,5.58965
487,6.20376,1.02774,5.8708
488,6.53147,0.993996,6.15841
489,6.89235,0.960898,6.45174
490,7.28783,0.928633,6.74984
491,7.71886,0.897315,7.05141
492,8.18601,0.86705,7.35511
493,8.68906,0.837994,7.65909
494,9.2275,0.810184,7.96141
495,9.79981,0.78378,8.25974
496,10.4042,0.758761,8.55186
497,11.0378,0.735258,8.83529
498,11.6977,0.713183,9.10798
499,12.3801,0.692547,9.36822
500,13.0811,0.673245,9.61436
501,13.7968,0.655056,9.84582
502,14.5233,0.637695,10.0624
503,15.2567,0.620792,10.2651
504,15.9939,0.603814,10.4548
505,16.7319,0.586181,10.6337
506,17.4685,0.567152,10.8038
507,18.202,0.545839,10.9673
508,18.9311,0.521343,11.1259
509,19.6548,0.49259,11.2812
510,20.3724,0.458571,11.4343
511,21.0835,0.41797,11.5854
512,21.7874,0.369828,11.7349
513,22.4836,0.312978,11.8822
514,23.1713,0.246507,12.0269
515,23.8493,0.169625,12.1684
516,24.5166,0.0816688,12.3062
517,25.1715,-0.0176789,12.4399
518,25.8122,-0.128397,12.5689
519,26.4364,-0.250184,12.6929
520,27.0416,-0.382192,12.8115
521,27.6251,-0.523224,12.9241
522,28.1838,-0.671719,13.0299
523,28.7144,-0.825585,13.1282
524,29.2133,-0.982319,13.2174
525,29.677,-1.13926,13.2963
526,30.1016,-1.2934,13.3637
527,30.4834,-1.44158,13.418
528,30.819,-1.58091,13.4585
529,31.1051,-1.70841,13.4841
530,31.3389,-1.82159,13.4943
531,31.5182,-1.91825,13.4891
532,31.6415,-1.9967,13.4686
533,31.7078,-2.05562,13.4335
534,31.7169,-2.09443,13.3846
535,31.6692,-2.11291,13.3233
536,31.5657,-2.11132,13.2509
537,31.408,-2.0903,13.1689
538,31.1979,-2.05079,13.0787
539,30.9378,-1.9942,12.9822
540,30.6302,-1.92186,12.8804
541,30.278,-1.83551,12.7747
542,29.8843,-1.73696,12.6661
543,29.4521,-1.62807,12.5552
544,28.9849,-1.5108,12.4425
545,28.4861,-1.38701,12.3282
546,27.9593,-1.2587,12.2123
547,27.4076,-1.12766,12.0946
548,26.8345,-0.995579,11.9748
549,26.2434,-0.864073,11.8524
550,25.6372,-0.734581,11.7269
551,25.0188,-0.608383,11.5979
552,24.391,-0.486452,11.4648
553,23.7563,-0.369812,11.3268
554,23.1168,-0.259009,11.1836
555,22.4745,-0.154604,11.0344
556,21.8312,-0.0569272,10.8786
557,21.1885,0.0339951,10.7154
558,20.5476,0.118049,10.5439
559,19.9099,0.19547,10.3639
560,19.2763,0.266474,10.1741
561,18.648,0.331428,9.97439
