,X,Y,Z
641,64.3151,3.15031,18.9531
642,63.9035,3.15506,19.0578
643,63.4655,3.16479,19.1492
644,63.0003,3.17971,19.2248
645,62.5073,3.19957,19.2833
646,61.9855,3.224,19.3244
647,61.4342,3.25226,19.3491
648,60.8526,3.28351,19.3596
649,60.2399,3.31671,19.3589
650,59.5955,3.3508,19.3508
651,58.9189,3.38487,19.3396
652,58.2096,3.41812,19.3296
653,57.4674,3.44988,19.3244
654,56.6922,3.47997,19.3272
655,55.8837,3.50826,19.3398
656,55.0421,3.53492,19.3627
657,54.1676,3.56044,19.3954
658,53.2602,3.58518,19.4358
659,52.3202,3.60979,19.4806
660,51.3476,3.63478,19.5258
661,50.3424,3.66071,19.5667
662,49.3042,3.68802,19.5987
663,48.2328,3.71697,19.6173
664,47.1274,3.74776,19.6185
665,45.9874,3.78047,19.5986
666,44.8119,3.81495,19.5551
667,43.6001,3.85104,19.4858
668,42.3515,3.88843,19.3889
669,41.0653,3.92695,19.2628
670,39.7414,3.96644,19.1056
671,38.3798,4.00683,18.9151
672,36.9809,4.04833,18.6883
673,35.5457,4.09131,18.4214
674,34.0757,4.13628,18.1099
675,32.5729,4.1838,17.7484
676,31.0399,4.23439,17.331
677,29.4803,4.28828,16.8517
678,27.8977,4.34552,16.304
679,26.2969,4.4057,15.6821
680,24.683,4.46806,14.9804
681,23.0615,4.53146,14.1942
682,21.4388,4.59431,13.3197
683,19.8217,4.65484,12.3552
684,18.2176,4.71115,11.3012
685,16.6348,4.76125,10.1621
686,15.0825,4.80342,8.94642
687,13.5708,4.83621,7.66822
688,12.1107,4.85872,6.34727
689,10.7142,4.87079,5.00853
690,9.39373,4.87302,3.6816
691,8.16215,4.86685,2.3985
692,7.03163,4.85453,1.19107
693,6.01346,4.83881,0.0889808
694,5.11682,4.82267,-0.883444
695,4.34838,4.80886,-1.70877
696,3.71152,4.79961,-2.37761
697,3.20594,4.79629,-2.88894
698,2.82749,4.79924,-3.24931
699,2.56845,4.80784,-3.47158
700,2.41785,4.82069,-3.57269
701,2.36219,4.83587,-3.57188
702,2.38627,4.8513,-3.48839
703,2.47399,4.86503,-3.34045
704,2.60892,4.87551,-3.14437
705,2.77524,4.88165,-2.91414
706,2.95797,4.88291,-2.66185
707,3.14353,4.8793,-2.39753
708,3.3202,4.87117,-2.12942
709,3.47811,4.85918,-1.86433
710,3.60955,4.84402,-1.60832
711,3.7088,4.82646,-1.36665
712,3.77193,4.80714,-1.14455
713,3.79688,4.78658,-0.947356
714,3.78306,4.76523,-0.780476
715,3.73116,4.74345,-0.649122
716,3.64311,4.72156,-0.557762
717,3.52177,4.69992,-0.509792
718,3.37089,4.6789,-0.507031
719,3.19474,4.65891,-0.549392
720,2.99799,4.64036,-0.635306
721,2.7856,4.62369,-0.761342
722,2.56232,4.60927,-0.923154
723,2.33289,4.59742,-1.11519
724,2.10168,4.58835,-1.33152
725,1.87261,4.58215,-1.56606
726,1.64908,4.57879,-1.81286
727,1.4341,4.57812,-2.0659
728,1.23014,4.57983,-2.31947
729,1.03928,4.5836,-2.5679
730,0.863189,4.589,-2.80609
731,0.703165,4.59562,-3.02921
732,0.560133,4.60305,-3.2332
733,0.434662,4.61092,-3.41486
734,0.327095,4.61891,-3.57173
735,0.237266,4.62679,-3.70276
736,0.164922,4.63438,-3.80786
737,0.109455,4.64159,-3.88784
738,0.0699358,4.64842,-3.94461
739,0.0454039,4.65491,-3.9806
740,0.0345722,4.66116,-3.99876
741,0.0362554,4.66731,-4.00223
742,0.0490292,4.67345,-3.99437
743,0.0716899,4.67969,-3.97822
744,0.103079,4.68611,-3.95653
745,0.142095,4.6927,-3.93166
746,0.187812,4.69946,-3.90587
747,0.239484,4.70631,-3.88097
748,0.296426,4.71316,-3.85863
749,0.358044,4.71987,-3.84037
750,0.423852,4.72635,-3.82771
