,X
0,1.127834374779066
1,2.375573831036313
2,3.0709236783346245
3,3.6193553184401637
4,4.124820722199342
5,4.632599209711749
6,5.150339244748025
7,5.628868685449866
8,6.066261862525707
9,6.435682833976429
10,6.764592174489103
11,7.048323197658753
12,7.317068347922813
13,7.53993637037771
14,7.8361759841117475
15,8.241508498292589
16,8.67362108923394
17,9.017293672553485
18,9.2655567155281
19,9.49901642145636
20,9.773230305643061
21,10.120044425009844
22,10.434769661420724
23,10.572972326446838
24,10.697341200381722
25,10.790464138381331
26,10.860291376434056
27,10.850469163497934
28,10.826901619001276
29,10.748657340751784
30,10.722114991528812
31,10.744162086995921
32,10.86832355939891
33,10.998248783866721
34,11.192673157160684
35,11.431482351239083
36,11.649690868100762
37,11.885004203015683
38,12.16774150347419
39,12.427653083784719
40,12.67306830397608
41,12.883618154622667
42,13.058643249852238
43,13.184337288096899
44,13.28111991301654
45,13.357165428441519
46,13.395521217892664
47,13.465881067660973
48,13.52547102528618
49,13.555763541394313
50,13.650256394014335
51,13.736142627557555
52,13.791662418823464
53,13.829287677690786
54,13.86325736877535
55,13.909576717957378
56,13.964630233017687
57,14.042852565978436
58,14.129057138951808
59,14.226653685428019
60,14.305366503009637
61,14.369423341634672
62,14.391808315497116
63,14.390211303340266
64,14.435225096930267
65,14.523697507863233
66,14.617961128669947
67,14.690567546906735
68,14.769592950079769
69,14.87117323550234
70,14.956140873405644
71,15.036151096193564
72,15.07865885356847
73,15.120307315355973
74,15.139945386135636
75,15.151292423729501
76,15.15799892102612
77,15.174100647043034
78,15.195202589153126
79,15.238728518721274
80,15.271627142526228
81,15.30643270446076
82,15.329230531455309
83,15.322876673009759
84,15.313128681278855
85,15.325582192497691
86,15.367947092878737
87,15.393607910628006
88,15.414441700347751
89,15.415872167171244
90,15.433395922618345
91,15.440329016346524
92,15.434753596080284
93,15.45050135225057
94,15.479417884641805
95,15.524607714935797
96,15.552124411732251
97,15.54268603902159
98,15.495158717373343
99,15.4575360024307
100,15.44392940731018
101,15.442412124635013
102,15.43882937158024
103,15.451414775344688
104,15.468109052507245
105,15.455326353380755
106,15.492614329445829
107,15.531887002076942
108,15.58874982130726
109,15.626927871464602
110,15.670994758950982
111,15.741729537483948
112,15.805166198728969
113,15.82970529533226
114,15.847469592199218
115,15.852804242324666
116,15.820572353721616
117,15.779212629600437
118,15.773480458299588
119,15.779419047796836
120,15.782307040845609
121,15.761921556271673
122,15.729588142615981
123,15.670076998531485
124,15.737415416973263
125,15.847028926901118
126,15.957808872019584
127,16.016438709108897
128,15.996094552564543
129,15.96465336828281
130,15.878262714604162
131,15.863270001898869
132,15.893774731768048
133,15.9428415368574
134,16.016918207336957
135,16.08266808600382
136,16.11516339907587
137,16.099037700515467
138,16.096970610004092
139,16.112792488342535
140,16.09740771169018
141,16.06216029441748
142,16.01827852731445
143,16.020110678786693
144,16.049181608440875
145,16.07458867021508
146,16.10686942172117
147,16.131393118353586
148,16.14175857833162
149,16.133930767970853
150,16.14018368290192
151,16.186063127189655
152,16.283562853408057
153,16.36783389790841
154,16.401196317742986
155,16.4074174627996
156,16.411868774248077
157,16.414703115217648
158,16.416734450660172
159,16.415786518534432
160,16.369739799782963
161,16.333926748890264
162,16.31927180402171
163,16.313852077953328
164,16.31103602366295
165,16.300898780281457
166,16.290982049078806
167,16.27797652926641
168,16.235874120891125
169,16.200597529770874
170,16.16937207057549
171,16.18087521514086
172,16.22686466387691
173,16.286357552162116
174,16.328529651067242
175,16.344732098267812
176,16.332355202132447
177,16.29314166928431
178,16.264049607392735
179,16.225489727695475
180,16.180222756768472
181,16.131426749636717
182,16.05101963722548
183,15.976235683142605
184,15.909738528364826
185,15.869009173302913
186,15.875106913559478
187,15.876929646952945
188,15.873366555832249
189,15.838396475488878
190,15.786435650028935
191,15.752400027543288
192,15.745365458510548
193,15.777521720794581
194,15.833826678150842
195,15.911535582225156
196,15.999106914428936
197,16.061642578797006
198,16.09069096824841
199,16.092902345692494
200,16.102726585231565
201,16.19491294682925
202,16.30015101449061
203,16.40139071763018
204,16.47888395229549
205,16.494630258982113
206,16.43975874212967
207,16.35474495078863
208,16.23994161259168
209,16.142568477075827
210,16.083661034239995
211,16.031326891975255
212,16.036994745345282
213,16.08872733469876
214,16.119707164950285
215,16.119687796859807
216,16.098540604898645
217,16.074821486712267
218,16.093587811359995
219,16.14183534513451
220,16.201106364522005
221,16.258471785650613
222,16.303032462085426
223,16.339187446834217
224,16.364148432863885
225,16.411798083236505
226,16.45995750008501
227,16.48837489346451
228,16.493335126963416
229,16.44638919766497
230,16.366177477024564
231,16.288987802825062
232,16.234555292061998
233,16.22358369989665
234,16.230595974431154
235,16.23011727830162
236,16.233480027149383
237,16.258187021658443
238,16.28775300948527
239,16.333338870498196
240,16.3744930537744
241,16.437008148586102
242,16.512613331500987
243,16.565559259953503
244,16.588061897345256
245,16.5325962761258
246,16.483129945378053
247,16.47649638048756
248,16.480683964250787
249,16.462511199713518
250,16.412700673958895
251,16.322984355064392
252,16.19569877924519
253,16.015403931453037
254,15.845200356042895
255,15.762320063192234
256,15.750119332403699
257,15.791893468811352
258,15.834785619386054
259,15.83490159673741
260,15.780736237664911
261,15.667859978427131
262,15.562798861348995
