,X
0,-0.4195514784613441
1,-1.055286389077395
2,-0.6320283469906158
3,0.45143209547781105
4,0.7719179941729379
5,1.151627058628744
6,1.588528954197816
7,1.9934426608209144
8,2.416709154030716
9,2.741402787352939
10,2.9069104554250345
11,2.7695324212305863
12,2.481499994372726
13,2.057077370104487
14,1.6856730031748555
15,1.6001548321797827
16,1.9150141581846398
17,2.6380123103325133
18,3.6156675815963126
19,4.673123425862499
20,5.495995620868669
21,5.90390639078641
22,6.082055806324419
23,6.195753709385443
24,6.276100711322535
25,6.357890499874337
26,6.413741618101554
27,6.4132745961257385
28,6.372318258880071
29,6.503992803625401
30,6.684277580973472
31,7.215358801166644
32,7.540274655249533
33,7.700176069338752
34,7.827455365724873
35,7.945261031734404
36,8.024306655219064
37,8.066615351597804
38,8.10127704916151
39,8.105498519894155
40,8.07942189521168
41,8.057914551586435
42,8.057069252681728
43,8.073173322716457
44,8.123037205379006
45,8.190711081234355
46,8.271770173326175
47,8.34001691187045
48,8.371806430337486
49,8.365504148713583
50,8.360088156195147
51,8.373063997017866
52,8.423825325214779
53,8.51885972551132
54,8.643328279907777
55,8.756653469847322
56,8.84024766086111
57,8.902964699348104
58,8.942164532223458
59,8.9707951489424
60,8.989847106267291
61,9.025240798501699
62,9.050392059420801
63,9.056888659937172
64,9.039704681627072
65,9.016929150306026
66,9.005218572063612
67,9.03755414931895
68,9.053039868504854
69,9.067387860345448
70,9.074798246399325
71,9.091210440711961
72,9.120047939811073
73,9.177041311331507
74,9.245777121763709
75,9.299367138050286
76,9.333901938647571
77,9.347378765712705
78,9.339634362098053
79,9.3125885040305
80,9.278049977761427
81,9.270956819860672
82,9.291505361922574
83,9.359467572384318
84,9.433910917240809
85,9.522035020914501
86,9.623755275544767
87,9.728990174892886
88,9.812890623055878
89,9.89046919971969
90,9.959139425342912
91,10.024917650993686
92,10.06072337088328
93,10.092011150322989
94,10.105682628799812
95,10.11138699440724
96,10.091167136758443
97,9.82033743267057
98,9.563577260816288
99,9.571631342097717
100,9.606127305344529
101,9.607698043376843
102,9.629626508996893
103,9.656903277318008
